Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,VisitorType,Weekend,Revenue,TotalPages,TotalDuration,PagesPerSecond,EngagementScore,PageValuePerPage,ProductFocus,HighBounce,HighExit,ActiveBuyer,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,ReturningVisitorFlag,ProductEngagement,InfoEfficiency,AdminEfficiency
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.018804797040846585,0.0,0.5,0.0,0.0,2,0,0,0.002680965147453083,0.01758175631034405,0.0023668639053254443,0.01758175631034405,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0007835332101332159,0.25,0.7000000000000001,0.0,0.0,2,0,0,0.002680965147453083,0.0007325731796892403,0.0419580419542276,0.0006959445207047783,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014184397163120569,0.1843751584864255,0.1,0.25,0.0,0.0,2,1,0,0.013404825737265416,0.17238362632407642,0.0012239153050608899,0.1689359537975949,0.0,0.91261451726568,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02695035460992908,0.045312704962646624,0.07894737,0.12280701999999999,0.0,0.0,2,0,0,0.02546916890080429,0.04236562270176484,0.009416118079402498,0.04169669180362152,0.0,0.9536821705426356,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.4,2,0,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.0,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.010871523289239432,0.0,0.5,0.0,0.8,2,0,0,0.002680965147453083,0.010164452866917653,0.004048582995951417,0.010164452866917653,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00425531914893617,0.21684281587726217,0.0,0.11111111,0.0,0.4,2,0,0,0.004021447721179625,0.2027396274536548,0.00031227230144686166,0.2027396274536548,0.0,0.752906976744186,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00425531914893617,0.11606085673647501,0.0,0.333333335,0.0,0.0,2,0,0,0.004021447721179625,0.10851240222790468,0.0005827505827505828,0.10851240222790468,0.0,0.752906976744186,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02269503546099291,0.11980712489695618,0.09375,0.129166665,0.0,0.4,2,0,0,0.021447721179624665,0.11201501774285604,0.0030110562220653963,0.10991473616017747,0.0,0.9448244414044688,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009929078014184398,0.08241789953058543,0.0,0.142857145,0.0,0.0,2,0,0,0.00938337801608579,0.07705754132892978,0.0019128296215329963,0.07705754132892978,0.0,0.8783914728682171,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00851063829787234,0.02879484546879633,0.0,0.333333335,0.0,0.0,2,0,0,0.00804289544235925,0.026922064350214325,0.004662004662004662,0.026922064350214325,0.0,0.8604651162790697,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.019980096855899496,0.0,0.5,0.0,0.0,2,0,0,0.002680965147453083,0.01868061607974055,0.002229654403567447,0.01868061607974055,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.07407407407407407,0.22386483632523757,0.0,0.0,0.03262411347517731,0.4901837979540561,0.041666665,0.08156317999999999,0.0,0.0,2,0,0,0.03351206434316354,0.4728627422324931,0.0011165845317141845,0.4689222195381765,0.0,0.8880441264162194,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.14924322421682507
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,0,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01843971631205674,0.09842156535535007,0.0,0.03846154,0.0,0.0,2,1,0,0.01742627345844504,0.09202034853136934,0.002976485762181121,0.09202034853136934,0.0,0.9321705426356589,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.009402398520423292,0.0,0.5,0.0,0.0,2,0,0,0.002680965147453083,0.008790878155172025,0.004662004662004662,0.008790878155172025,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.028368794326241138,0.8759411580917512,0.0,0.05,0.0,0.0,2,0,0,0.02680965147453083,0.8189710290580404,0.0005158871754170601,0.8189710290580404,0.0,0.9560723514211886,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011347517730496455,0.040009164547220366,0.0,0.041666665,0.0,1.0,2,1,0,0.010723860589812333,0.03740701799236312,0.004486400597096491,0.03740701799236312,0.0,0.892334194659776,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0,1.0,1.0,0.0,0.0,2,0,0,0.002680965147453083,0.0,0.15384615384615385,0.0,0.0,0.669250645994832,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00425531914893617,0.03085162014513893,0.0,0.166666665,0.0,0.0,2,0,0,0.004021447721179625,0.028845068946658205,0.002177068214804064,0.028845068946658205,0.0,0.752906976744186,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.004407374306448418,0.0,0.5,0.0,0.8,2,0,0,0.002680965147453083,0.004120724135236887,0.009615384615384616,0.004120724135236887,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,1,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007092198581560284,0.04583669278706355,0.0,0.2,0.0,0.0,2,0,0,0.006702412868632708,0.042855531006463624,0.002449779519843214,0.042855531006463624,0.0,0.8365633074935401,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.14814814814814814,0.2728616684266103,0.0,0.0,0.04539007092198582,0.33362191125901397,0.014285715,0.04761905,0.0,0.0,2,0,0,0.0482573726541555,0.32967014024984864,0.002305685508196539,0.3287282255163248,0.0,0.868217054263566,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.10914466737064411
0.0,0.0,0.0,0.0,0.005673758865248227,0.02233069648600532,0.25,0.5,0.0,0.0,2,0,0,0.005361930294906166,0.02087833561853356,0.003996003996003997,0.019834418837606883,0.0,0.8031007751937985,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005673758865248227,0.01851097208708336,0.0,0.25,0.0,0.2,2,0,0,0.005361930294906166,0.017307041367994925,0.004807692307692308,0.017307041367994925,0.0,0.8031007751937985,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.037037037037037035,0.025343189017951424,0.041666666666666664,0.0,0.06382978723404256,0.46505144556874894,0.21739130499999998,0.25410628,0.14976560109491724,0.4,2,0,0,0.06300268096514745,0.43645336465717355,0.0022741843782887973,0.41747713135428083,0.033347382404164405,0.9411337209302326,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.10210942471856868,0.0,0.025343189017951424
0.0,0.0,0.0,0.0,0.0028368794326241137,0.010283873381712976,0.0,0.5,0.0,0.0,2,0,0,0.002680965147453083,0.009615022982219402,0.004273504273504274,0.009615022982219402,0.0,0.669250645994832,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00425531914893617,0.022918346393531776,0.0,0.333333335,0.0,0.0,2,1,0,0.004021447721179625,0.021427765503231812,0.0029211295034079847,0.021427765503231812,0.0,0.752906976744186,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011347517730496455,0.06155632781339624,0.0,0.125,0.0,0.0,2,0,0,0.010723860589812333,0.05755278042214185,0.0029234423533710946,0.05755278042214185,0.0,0.892334194659776,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014184397163120569,0.05396584985097369,0.2,0.4,0.0,0.0,2,0,0,0.013404825737265416,0.0504559777539466,0.004165509579920138,0.04843773864378873,0.0,0.91261451726568,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019858156028368795,0.11180039490690821,0.07142857,0.142857145,0.0,0.0,2,0,0,0.01876675603217158,0.10452903556384235,0.0028228652081863093,0.10303576365708147,0.0,0.9369509043927648,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.07375886524822696,0.6129902109968896,0.07692307500000001,0.10176282,0.0,0.0,2,0,0,0.06970509383378017,0.5731220861870305,0.0019164037316430017,0.5643048235430462,0.0,0.9849349129735264,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011347517730496455,0.11400408206013242,0.125,0.28125,0.0,0.0,2,1,0,0.010723860589812333,0.1065893976314608,0.0015819655922483685,0.10392466269067428,0.0,0.892334194659776,0,1,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.07407407407407407,0.07602956705385427,0.0,0.0,0.007092198581560284,0.08755983622144191,0.0,0.142857145,0.0,0.8,2,0,0,0.00938337801608579,0.08680992178232375,0.0016986168405726768,0.08680992178232375,0.0,0.627422480620155,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.05068637803590285
0.0,0.0,0.0,0.0,0.009929078014184398,0.01851097208708336,0.142857145,0.357142855,0.0,0.6,2,0,0,0.00938337801608579,0.017307041367994925,0.00841346153846154,0.016812554464349195,0.0,0.8783914728682171,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012765957446808512,0.14162362771387585,0.0,0.11111111,0.0,0.0,2,0,0,0.012064343163538875,0.13241260221227863,0.001433349259436216,0.13241260221227863,0.0,0.9034883720930232,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.037037037037037035,0.03801478352692714,0.0,0.0,0.06524822695035462,1.0,0.0,0.00897436,0.0,0.0,2,0,0,0.06300268096514745,0.9374336718799866,0.0010591780879245555,0.9374336718799866,0.0,0.9620478036175711,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.03801478352692714
0.0,0.0,0.0,0.0,0.00425531914893617,0.006464148982791014,0.0,0.333333335,0.0,0.6,2,0,0,0.004021447721179625,0.006043728731680767,0.010033444816053512,0.006043728731680767,0.0,0.752906976744186,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.021276595744680854,0.09113470650202202,0.0,0.033333335,0.0,0.0,2,0,0,0.020107238605898123,0.08520741796111102,0.003708129042493464,0.08520741796111102,0.0,0.9411337209302326,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.009990048427949748,0.0,0.25,0.0,0.4,2,0,0,0.002680965147453083,0.009340308039870276,0.004395604395604396,0.009340308039870276,0.0,0.669250645994832,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005673758865248227,0.025856595931164055,0.0,0.25,0.0,0.0,2,0,0,0.005361930294906166,0.02417491492672307,0.003457216940363008,0.02417491492672307,0.0,0.8031007751937985,0,0,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03120567375886525,0.18283257747916856,0.015151514999999999,0.030303029999999998,0.0,0.2,2,0,0,0.029490616621983913,0.17094137287674352,0.0027152951340676974,0.170423368721691,0.0,0.9602291877317156,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019858156028368795,0.06534666971694188,0.085714285,0.285714285,0.0,0.0,2,0,0,0.01876675603217158,0.06109660317844558,0.004820604641553612,0.06004923284697174,0.0,0.9369509043927648,0,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00425531914893617,0.02350599630105823,0.333333335,0.6666666649999999,0.0,0.2,2,0,0,0.004021447721179625,0.02197719538793006,0.002849002849002849,0.020512049021408994,0.0,0.752906976744186,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015602836879432626,0.23530481712892418,0.0,0.01818182,0.0,0.0,2,0,0,0.014745308310991957,0.22000088298876774,0.0010552739715514719,0.22000088298876774,0.0,0.920219638242894,0,0,1,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.6,2,0,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,1,0,0.0013404825737265416,0.0,0.07692307692307693,0.0,0.0,0.501937984496124,1,1,0,False,False,True,False,False,False,False,False,False,False,0,0.0,0.0,0.0
